Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S019,Excel,68,86,67,39,47,16,Analytics,Intermediate
S019,Statistics,81,75,69,22,41,17,Analytics,Advanced
S019,Machine Learning,52,43,65,93,69,11,AI,Beginner
S019,Deep Learning,46,70,83,78,78,13,AI,Beginner
S019,Data Visualization,70,46,95,46,81,24,Analytics,Intermediate
S019,Power BI,75,59,43,11,93,1,Analytics,Intermediate
S019,Tableau,83,95,84,51,98,13,Analytics,Advanced
S019,Communication,94,61,93,25,61,28,Soft Skills,Advanced
S019,Problem Solving,48,65,48,19,49,24,Soft Skills,Beginner
S019,Critical Thinking,97,96,81,76,63,16,Soft Skills,Advanced
S019,Cloud Computing,88,65,66,41,43,18,Cloud,Advanced
S019,AWS,63,58,75,64,78,10,Cloud,Intermediate
S019,Azure,64,57,58,40,49,1,Cloud,Intermediate
S019,Docker,94,89,44,51,88,3,Cloud,Advanced
S019,Git,83,73,72,25,56,22,Programming,Advanced
S019,NLP,87,76,54,39,67,7,AI,Advanced
S019,Computer Vision,71,50,49,77,53,13,AI,Intermediate
S019,Data Engineering,96,64,41,68,74,7,Engineering,Advanced
S019,Big Data,60,57,42,46,93,29,Engineering,Intermediate
S019,Spark,78,80,88,79,78,24,Engineering,Intermediate
S019,Leadership,99,85,58,72,65,6,Soft Skills,Advanced
S019,Project Management,81,71,78,40,79,5,Soft Skills,Advanced
S019,Cybersecurity,72,75,42,77,47,1,Security,Intermediate
S020,Python,98,45,80,72,52,17,Programming,Advanced
S020,SQL,99,41,99,9,83,27,Programming,Advanced
S020,Excel,71,60,47,76,89,3,Analytics,Intermediate
S020,Statistics,93,83,97,7,61,6,Analytics,Advanced
S020,Machine Learning,41,62,83,6,77,17,AI,Beginner
S020,Deep Learning,74,73,62,34,91,8,AI,Intermediate
S020,Data Visualization,61,83,97,40,44,13,Analytics,Intermediate
S020,Power BI,68,70,86,59,55,10,Analytics,Intermediate
S020,Tableau,69,96,94,20,51,17,Analytics,Intermediate
S020,Communication,55,51,47,88,42,16,Soft Skills,Beginner
S020,Problem Solving,69,84,62,96,90,8,Soft Skills,Intermediate
S020,Critical Thinking,93,44,59,69,96,21,Soft Skills,Advanced
S020,Cloud Computing,59,45,61,86,47,7,Cloud,Beginner
S020,AWS,71,72,92,20,51,6,Cloud,Intermediate
S020,Azure,91,73,53,40,72,23,Cloud,Advanced
S020,Docker,89,84,41,89,41,27,Cloud,Advanced
S020,Git,96,48,40,79,42,20,Programming,Advanced
S020,NLP,62,65,43,86,94,6,AI,Intermediate
S020,Computer Vision,74,61,82,19,61,28,AI,Intermediate
S020,Data Engineering,76,91,81,16,86,17,Engineering,Intermediate
S020,Big Data,81,77,57,49,74,24,Engineering,Advanced
S020,Spark,81,69,53,10,42,16,Engineering,Advanced
S020,Leadership,46,91,53,77,54,21,Soft Skills,Beginner
S020,Project Management,74,41,66,6,74,18,Soft Skills,Intermediate
S020,Cybersecurity,53,59,57,14,64,2,Security,Beginner
S021,Python,64,93,72,40,70,14,Programming,Intermediate
S021,SQL,40,85,55,58,85,29,Programming,Beginner
S021,Excel,91,42,74,45,45,25,Analytics,Advanced
S021,Statistics,52,92,73,12,60,2,Analytics,Beginner
S021,Machine Learning,43,64,54,72,84,28,AI,Beginner
S021,Deep Learning,51,71,71,96,52,14,AI,Beginner
S021,Data Visualization,59,57,68,64,45,29,Analytics,Beginner
S021,Power BI,82,41,99,27,58,19,Analytics,Advanced
S021,Tableau,44,58,73,14,64,2,Analytics,Beginner
S021,Communication,50,89,70,60,54,9,Soft Skills,Beginner
S021,Problem Solving,62,58,48,25,48,28,Soft Skills,Intermediate
S021,Critical Thinking,85,90,46,84,55,28,Soft Skills,Advanced
S021,Cloud Computing,72,43,43,44,56,5,Cloud,Intermediate
S021,AWS,78,99,91,97,91,4,Cloud,Intermediate
S021,Azure,99,77,78,54,76,20,Cloud,Advanced
S021,Docker,74,46,66,96,61,14,Cloud,Intermediate
S021,Git,46,76,61,9,94,2,Programming,Beginner
S021,NLP,66,60,93,83,60,10,AI,Intermediate
S021,Computer Vision,62,97,95,43,44,1,AI,Intermediate
S021,Data Engineering,52,60,65,89,92,18,Engineering,Beginner
S021,Big Data,76,84,71,40,56,3,Engineering,Intermediate
S021,Spark,88,99,50,67,60,20,Engineering,Advanced
S021,Leadership,94,92,65,72,73,20,Soft Skills,Advanced
S021,Project Management,87,99,57,97,91,29,Soft Skills,Advanced
S021,Cybersecurity,77,81,60,46,52,17,Security,Intermediate
S022,Python,80,56,95,13,80,1,Programming,Advanced
S022,SQL,41,99,87,33,72,10,Programming,Beginner
S022,Excel,89,97,99,25,67,11,Analytics,Advanced
S022,Statistics,94,73,47,63,61,8,Analytics,Advanced
S022,Machine Learning,88,54,56,64,62,24,AI,Advanced
S022,Deep Learning,84,58,44,36,83,1,AI,Advanced
S022,Data Visualization,62,76,47,81,47,25,Analytics,Intermediate
S022,Power BI,62,82,40,55,63,3,Analytics,Intermediate
S022,Tableau,63,56,44,24,60,8,Analytics,Intermediate
S022,Communication,97,70,85,15,91,15,Soft Skills,Advanced
S022,Problem Solving,58,46,90,32,90,11,Soft Skills,Beginner
S022,Critical Thinking,97,44,44,98,93,8,Soft Skills,Advanced
S022,Cloud Computing,49,77,86,96,56,8,Cloud,Beginner
S022,AWS,79,64,48,70,54,18,Cloud,Intermediate
S022,Azure,42,88,75,72,53,9,Cloud,Beginner
S022,Docker,80,64,97,66,89,10,Cloud,Advanced
S022,Git,60,75,51,95,79,2,Programming,Intermediate
S022,NLP,93,52,92,36,70,16,AI,Advanced
S022,Computer Vision,71,71,99,15,49,15,AI,Intermediate
S022,Data Engineering,56,79,57,59,48,25,Engineering,Beginner
S022,Big Data,79,98,53,93,89,22,Engineering,Intermediate
S022,Spark,91,69,59,89,83,19,Engineering,Advanced
S022,Leadership,85,88,95,25,74,26,Soft Skills,Advanced
S022,Project Management,71,69,94,43,88,12,Soft Skills,Intermediate
S022,Cybersecurity,80,86,57,25,52,21,Security,Advanced
S023,Python,47,85,79,11,62,12,Programming,Beginner
S023,SQL,71,50,61,26,82,25,Programming,Intermediate
S023,Excel,61,67,68,17,57,2,Analytics,Intermediate
S023,Statistics,68,60,54,56,66,18,Analytics,Intermediate
S023,Machine Learning,70,54,90,27,63,12,AI,Intermediate
S023,Deep Learning,52,61,82,41,72,24,AI,Beginner
S023,Data Visualization,42,93,58,27,68,7,Analytics,Beginner
S023,Power BI,83,86,64,12,81,26,Analytics,Advanced
S023,Tableau,55,47,40,9,42,1,Analytics,Beginner
S023,Communication,43,79,74,68,81,2,Soft Skills,Beginner
S023,Problem Solving,82,64,49,25,85,7,Soft Skills,Advanced
S023,Critical Thinking,66,66,41,45,87,13,Soft Skills,Intermediate
S023,Cloud Computing,48,91,75,90,81,26,Cloud,Beginner
S023,AWS,97,93,51,85,53,14,Cloud,Advanced
S023,Azure,96,73,92,24,50,16,Cloud,Advanced
S023,Docker,90,70,94,74,95,19,Cloud,Advanced
S023,Git,76,97,43,8,59,10,Programming,Intermediate
S023,NLP,63,93,74,30,76,6,AI,Intermediate
S023,Computer Vision,60,93,79,25,49,6,AI,Intermediate
S023,Data Engineering,85,43,99,61,84,20,Engineering,Advanced
S023,Big Data,56,94,46,8,68,14,Engineering,Beginner
S023,Spark,42,63,76,84,97,23,Engineering,Beginner
S023,Leadership,91,43,95,28,73,18,Soft Skills,Advanced
S023,Project Management,58,70,99,64,58,17,Soft Skills,Beginner
S023,Cybersecurity,85,58,61,28,84,12,Security,Advanced
S024,Python,69,97,77,35,75,19,Programming,Intermediate
S024,SQL,87,84,75,98,94,17,Programming,Advanced
S024,Excel,94,72,57,67,91,17,Analytics,Advanced
S024,Statistics,98,67,98,51,50,25,Analytics,Advanced
S024,Machine Learning,99,93,84,37,56,6,AI,Advanced
S024,Deep Learning,43,59,87,51,66,15,AI,Beginner
S024,Data Visualization,45,86,53,79,78,9,Analytics,Beginner
S024,Power BI,65,55,44,65,49,18,Analytics,Intermediate
S024,Tableau,42,52,82,98,93,13,Analytics,Beginner
S024,Communication,45,56,98,55,92,19,Soft Skills,Beginner
S024,Problem Solving,81,74,85,30,90,5,Soft Skills,Advanced
S024,Critical Thinking,68,76,59,53,60,10,Soft Skills,Intermediate
S024,Cloud Computing,44,75,45,94,43,7,Cloud,Beginner
S024,AWS,78,89,74,5,63,25,Cloud,Intermediate
S024,Azure,75,45,80,58,85,28,Cloud,Intermediate
S024,Docker,83,99,96,35,59,24,Cloud,Advanced
S024,Git,64,75,60,34,63,12,Programming,Intermediate
S024,NLP,81,69,61,96,46,3,AI,Advanced
S024,Computer Vision,94,67,53,14,55,16,AI,Advanced
S024,Data Engineering,93,70,81,93,52,6,Engineering,Advanced
S024,Big Data,83,48,84,60,82,20,Engineering,Advanced
S024,Spark,57,97,82,61,60,4,Engineering,Beginner
S024,Leadership,89,72,66,11,45,15,Soft Skills,Advanced
S024,Project Management,57,71,95,79,59,24,Soft Skills,Beginner
S024,Cybersecurity,54,87,46,25,81,26,Security,Beginner
S025,Python,83,95,53,61,76,26,Programming,Advanced
S025,SQL,60,57,44,7,62,26,Programming,Intermediate
S025,Excel,76,63,88,23,90,25,Analytics,Intermediate
S025,Statistics,60,51,96,65,80,1,Analytics,Intermediate
S025,Machine Learning,89,92,43,75,61,23,AI,Advanced
S025,Deep Learning,72,56,63,65,73,28,AI,Intermediate
S025,Data Visualization,97,82,80,43,61,17,Analytics,Advanced
S025,Power BI,56,73,45,74,73,1,Analytics,Beginner
S025,Tableau,49,60,44,6,61,16,Analytics,Beginner
S025,Communication,96,41,49,20,87,19,Soft Skills,Advanced
S025,Problem Solving,78,61,51,92,86,8,Soft Skills,Intermediate
S025,Critical Thinking,77,99,98,14,74,19,Soft Skills,Intermediate
S025,Cloud Computing,88,71,46,25,59,26,Cloud,Advanced
S025,AWS,43,85,91,90,54,24,Cloud,Beginner
S025,Azure,79,60,54,90,91,28,Cloud,Intermediate
S025,Docker,53,66,80,44,97,28,Cloud,Beginner
S025,Git,65,88,41,29,95,3,Programming,Intermediate
S025,NLP,47,83,72,46,91,3,AI,Beginner
S025,Computer Vision,45,78,91,27,64,27,AI,Beginner
S025,Data Engineering,89,82,58,73,90,11,Engineering,Advanced
S025,Big Data,95,51,49,12,63,28,Engineering,Advanced
S025,Spark,67,80,75,89,47,23,Engineering,Intermediate
S025,Leadership,48,86,54,52,85,8,Soft Skills,Beginner
S025,Project Management,57,81,99,88,45,12,Soft Skills,Beginner
S025,Cybersecurity,41,46,55,7,84,3,Security,Beginner
S026,Python,66,89,82,44,77,1,Programming,Intermediate
S026,SQL,67,40,94,12,76,28,Programming,Intermediate
S026,Excel,87,82,76,8,69,6,Analytics,Advanced
S026,Statistics,85,93,58,36,48,12,Analytics,Advanced
S026,Machine Learning,50,85,94,20,40,13,AI,Beginner
S026,Deep Learning,94,92,60,34,52,2,AI,Advanced
S026,Data Visualization,43,67,77,99,98,23,Analytics,Beginner
S026,Power BI,66,44,64,7,72,4,Analytics,Intermediate
S026,Tableau,64,59,73,30,44,3,Analytics,Intermediate
S026,Communication,67,68,48,54,45,19,Soft Skills,Intermediate
S026,Problem Solving,99,83,96,15,41,15,Soft Skills,Advanced
S026,Critical Thinking,83,83,48,89,63,2,Soft Skills,Advanced
S026,Cloud Computing,61,42,51,96,69,26,Cloud,Intermediate
S026,AWS,87,60,67,94,72,21,Cloud,Advanced
S026,Azure,74,91,73,45,90,15,Cloud,Intermediate
S026,Docker,57,97,50,61,62,16,Cloud,Beginner
S026,Git,61,56,44,15,69,15,Programming,Intermediate
S026,NLP,66,74,72,88,55,2,AI,Intermediate
S026,Computer Vision,41,74,79,32,86,7,AI,Beginner
S026,Data Engineering,45,48,59,5,47,23,Engineering,Beginner
S026,Big Data,62,42,43,62,64,15,Engineering,Intermediate
S026,Spark,77,54,60,61,92,21,Engineering,Intermediate
S026,Leadership,85,91,53,80,56,7,Soft Skills,Advanced
S026,Project Management,48,74,99,81,54,18,Soft Skills,Beginner
S026,Cybersecurity,90,72,45,95,62,27,Security,Advanced
S027,Python,66,73,95,50,77,14,Programming,Intermediate
S027,SQL,75,92,47,66,74,19,Programming,Intermediate
S027,Excel,69,53,98,88,88,25,Analytics,Intermediate
S027,Statistics,79,63,53,30,77,23,Analytics,Intermediate
S027,Machine Learning,61,87,96,87,85,19,AI,Intermediate
S027,Deep Learning,42,81,58,77,67,20,AI,Beginner
S027,Data Visualization,84,46,53,67,48,27,Analytics,Advanced
S027,Power BI,99,94,96,23,86,20,Analytics,Advanced
S027,Tableau,53,95,77,57,75,8,Analytics,Beginner
S027,Communication,56,69,48,68,72,24,Soft Skills,Beginner
S027,Problem Solving,91,64,53,79,92,3,Soft Skills,Advanced
S027,Critical Thinking,80,98,53,98,80,4,Soft Skills,Advanced
S027,Cloud Computing,98,43,67,12,41,9,Cloud,Advanced
S027,AWS,85,61,80,59,55,29,Cloud,Advanced
S027,Azure,88,87,69,16,74,11,Cloud,Advanced
S027,Docker,85,89,60,25,44,16,Cloud,Advanced
S027,Git,59,76,42,48,72,21,Programming,Beginner
S027,NLP,48,48,43,39,56,2,AI,Beginner
S027,Computer Vision,63,71,40,12,84,23,AI,Intermediate
S027,Data Engineering,86,79,51,58,51,14,Engineering,Advanced
S027,Big Data,86,54,80,23,65,20,Engineering,Advanced
S027,Spark,68,61,79,25,90,6,Engineering,Intermediate
S027,Leadership,59,96,68,55,43,23,Soft Skills,Beginner
S027,Project Management,46,67,67,8,61,12,Soft Skills,Beginner
S027,Cybersecurity,84,42,61,70,63,2,Security,Advanced
S028,Python,66,94,80,5,47,23,Programming,Intermediate
S028,SQL,77,45,61,29,57,17,Programming,Intermediate
S028,Excel,51,45,65,31,47,19,Analytics,Beginner
S028,Statistics,99,81,40,61,68,13,Analytics,Advanced
S028,Machine Learning,88,74,79,18,74,16,AI,Advanced
S028,Deep Learning,84,59,95,53,52,29,AI,Advanced
S028,Data Visualization,77,88,85,66,47,11,Analytics,Intermediate
S028,Power BI,59,99,72,94,78,21,Analytics,Beginner
S028,Tableau,92,88,81,58,80,9,Analytics,Advanced
S028,Communication,63,76,88,45,56,24,Soft Skills,Intermediate
S028,Problem Solving,60,90,98,43,94,9,Soft Skills,Intermediate
S028,Critical Thinking,78,52,50,23,50,13,Soft Skills,Intermediate
S028,Cloud Computing,85,84,40,44,83,19,Cloud,Advanced
S028,AWS,51,47,47,65,92,13,Cloud,Beginner
S028,Azure,51,87,72,49,65,7,Cloud,Beginner
S028,Docker,67,97,44,12,64,27,Cloud,Intermediate
S028,Git,85,62,69,51,62,17,Programming,Advanced
S028,NLP,86,59,57,22,41,4,AI,Advanced
S028,Computer Vision,69,72,75,86,76,19,AI,Intermediate
S028,Data Engineering,86,67,79,88,88,1,Engineering,Advanced
S028,Big Data,51,97,90,19,80,7,Engineering,Beginner
S028,Spark,41,68,80,78,41,19,Engineering,Beginner
S028,Leadership,50,52,49,18,57,19,Soft Skills,Beginner
S028,Project Management,93,48,96,43,67,3,Soft Skills,Advanced
S028,Cybersecurity,59,45,66,6,68,6,Security,Beginner
S029,Python,42,55,69,44,41,17,Programming,Beginner
S029,SQL,80,51,74,69,94,13,Programming,Advanced
S029,Excel,54,65,76,89,88,25,Analytics,Beginner
S029,Statistics,62,63,96,42,67,21,Analytics,Intermediate
S029,Machine Learning,93,82,57,40,74,13,AI,Advanced
S029,Deep Learning,94,48,92,34,99,12,AI,Advanced
S029,Data Visualization,73,71,42,71,67,12,Analytics,Intermediate
S029,Power BI,54,80,62,79,87,26,Analytics,Beginner
S029,Tableau,98,96,93,37,63,7,Analytics,Advanced
S029,Communication,73,95,67,41,46,4,Soft Skills,Intermediate
S029,Problem Solving,76,95,40,69,86,20,Soft Skills,Intermediate
S029,Critical Thinking,58,68,49,64,57,28,Soft Skills,Beginner
S029,Cloud Computing,74,82,86,99,66,11,Cloud,Intermediate
S029,AWS,88,88,77,68,44,8,Cloud,Advanced
S029,Azure,73,87,91,60,51,6,Cloud,Intermediate
S029,Docker,40,70,43,54,44,24,Cloud,Beginner
S029,Git,63,98,42,79,84,4,Programming,Intermediate
S029,NLP,65,66,85,68,66,10,AI,Intermediate
S029,Computer Vision,90,89,45,63,54,21,AI,Advanced
S029,Data Engineering,69,81,76,41,81,28,Engineering,Intermediate
S029,Big Data,76,74,62,10,43,18,Engineering,Intermediate
S029,Spark,99,48,88,33,52,27,Engineering,Advanced
S029,Leadership,86,91,56,26,43,5,Soft Skills,Advanced
S029,Project Management,76,80,88,17,73,13,Soft Skills,Intermediate
S029,Cybersecurity,61,92,98,91,90,3,Security,Intermediate
S030,Python,81,73,71,55,97,17,Programming,Advanced
S030,SQL,60,85,83,25,83,11,Programming,Intermediate
S030,Excel,78,43,90,5,67,24,Analytics,Intermediate
S030,Statistics,74,52,86,15,75,19,Analytics,Intermediate
S030,Machine Learning,56,74,99,86,79,22,AI,Beginner
S030,Deep Learning,96,63,97,23,76,7,AI,Advanced
S030,Data Visualization,60,47,67,9,56,5,Analytics,Intermediate
S030,Power BI,75,93,58,68,66,21,Analytics,Intermediate
S030,Tableau,73,50,93,49,86,12,Analytics,Intermediate
S030,Communication,93,60,93,15,78,28,Soft Skills,Advanced
S030,Problem Solving,44,56,95,24,80,14,Soft Skills,Beginner
S030,Critical Thinking,97,51,45,21,90,19,Soft Skills,Advanced
S030,Cloud Computing,65,87,83,56,71,6,Cloud,Intermediate
S030,AWS,94,97,75,79,72,24,Cloud,Advanced
S030,Azure,62,54,66,79,96,19,Cloud,Intermediate
S030,Docker,89,56,90,57,53,27,Cloud,Advanced
S030,Git,57,67,90,51,86,4,Programming,Beginner
S030,NLP,46,84,74,52,48,8,AI,Beginner
S030,Computer Vision,91,84,56,85,88,1,AI,Advanced
S030,Data Engineering,71,47,58,67,77,3,Engineering,Intermediate
S030,Big Data,98,44,52,51,85,29,Engineering,Advanced
S030,Spark,70,94,55,26,68,22,Engineering,Intermediate
S030,Leadership,82,42,93,14,81,21,Soft Skills,Advanced
S030,Project Management,55,51,41,45,63,3,Soft Skills,Beginner
S030,Cybersecurity,95,69,96,98,86,3,Security,Advanced
S031,Python,58,89,47,30,88,8,Programming,Beginner
S031,SQL,46,69,46,71,40,4,Programming,Beginner
S031,Excel,64,76,40,19,76,13,Analytics,Intermediate
S031,Statistics,79,47,44,64,48,1,Analytics,Intermediate
S031,Machine Learning,75,74,41,67,79,23,AI,Intermediate
S031,Deep Learning,48,73,85,82,43,6,AI,Beginner
S031,Data Visualization,50,74,47,7,53,28,Analytics,Beginner
S031,Power BI,52,84,71,38,84,29,Analytics,Beginner
S031,Tableau,58,98,77,20,41,8,Analytics,Beginner
S031,Communication,56,94,73,20,77,28,Soft Skills,Beginner
S031,Problem Solving,41,41,65,17,95,15,Soft Skills,Beginner
S031,Critical Thinking,70,99,73,43,42,8,Soft Skills,Intermediate
S031,Cloud Computing,62,53,95,59,66,22,Cloud,Intermediate
S031,AWS,68,78,92,43,40,17,Cloud,Intermediate
S031,Azure,80,69,92,17,60,19,Cloud,Advanced
S031,Docker,92,58,96,29,61,17,Cloud,Advanced
S031,Git,94,62,71,66,49,10,Programming,Advanced
S031,NLP,75,47,93,56,59,18,AI,Intermediate
S031,Computer Vision,53,89,67,57,63,15,AI,Beginner
S031,Data Engineering,61,69,43,81,98,23,Engineering,Intermediate
S031,Big Data,47,57,51,35,53,2,Engineering,Beginner
S031,Spark,57,95,73,79,80,12,Engineering,Beginner
S031,Leadership,88,54,96,99,88,26,Soft Skills,Advanced
S031,Project Management,68,65,57,90,77,17,Soft Skills,Intermediate
S031,Cybersecurity,62,63,89,12,80,6,Security,Intermediate
S032,Python,44,83,96,68,68,28,Programming,Beginner
S032,SQL,50,96,40,23,48,27,Programming,Beginner
S032,Excel,73,83,43,86,54,19,Analytics,Intermediate
S032,Statistics,52,58,88,74,87,24,Analytics,Beginner
S032,Machine Learning,51,90,76,21,97,23,AI,Beginner
S032,Deep Learning,65,68,72,64,66,25,AI,Intermediate
S032,Data Visualization,95,94,49,51,62,21,Analytics,Advanced
S032,Power BI,60,82,52,37,63,12,Analytics,Intermediate
S032,Tableau,50,56,43,51,64,9,Analytics,Beginner
S032,Communication,60,59,58,87,51,5,Soft Skills,Intermediate
S032,Problem Solving,81,56,76,52,78,28,Soft Skills,Advanced
S032,Critical Thinking,80,74,86,22,53,3,Soft Skills,Advanced
S032,Cloud Computing,83,80,99,75,80,13,Cloud,Advanced
S032,AWS,57,76,52,35,41,16,Cloud,Beginner
S032,Azure,48,48,77,79,93,24,Cloud,Beginner
S032,Docker,61,72,75,91,84,13,Cloud,Intermediate
S032,Git,73,48,63,12,46,4,Programming,Intermediate
S032,NLP,57,42,67,74,83,12,AI,Beginner
S032,Computer Vision,60,67,79,58,93,1,AI,Intermediate
S032,Data Engineering,75,60,99,17,96,17,Engineering,Intermediate
S032,Big Data,93,93,49,57,83,15,Engineering,Advanced
S032,Spark,92,49,85,17,76,6,Engineering,Advanced
S032,Leadership,63,41,61,85,75,14,Soft Skills,Intermediate
S032,Project Management,49,74,64,7,86,6,Soft Skills,Beginner
S032,Cybersecurity,56,51,93,28,68,11,Security,Beginner
S033,Python,64,75,97,64,65,6,Programming,Intermediate
S033,SQL,40,59,94,32,55,15,Programming,Beginner
S033,Excel,56,79,67,62,51,27,Analytics,Beginner
S033,Statistics,93,92,81,63,86,9,Analytics,Advanced
S033,Machine Learning,73,76,45,11,71,21,AI,Intermediate
S033,Deep Learning,64,72,94,62,46,20,AI,Intermediate
S033,Data Visualization,96,51,55,84,82,21,Analytics,Advanced
S033,Power BI,75,52,46,55,48,11,Analytics,Intermediate
S033,Tableau,47,72,62,93,95,8,Analytics,Beginner
S033,Communication,84,61,98,8,79,3,Soft Skills,Advanced
S033,Problem Solving,68,80,68,32,52,15,Soft Skills,Intermediate
S033,Critical Thinking,99,62,83,94,43,26,Soft Skills,Advanced
S033,Cloud Computing,79,48,94,9,95,20,Cloud,Intermediate
S033,AWS,89,50,54,36,67,22,Cloud,Advanced
S033,Azure,80,56,98,94,83,7,Cloud,Advanced
S033,Docker,81,96,65,29,49,27,Cloud,Advanced
S033,Git,84,58,50,81,92,8,Programming,Advanced
S033,NLP,79,43,86,99,67,11,AI,Intermediate
S033,Computer Vision,82,40,88,51,91,6,AI,Advanced
S033,Data Engineering,63,93,99,61,86,9,Engineering,Intermediate
S033,Big Data,85,89,65,9,59,20,Engineering,Advanced
S033,Spark,80,50,95,58,72,18,Engineering,Advanced
S033,Leadership,77,66,73,19,71,29,Soft Skills,Intermediate
S033,Project Management,97,60,85,73,45,6,Soft Skills,Advanced
S033,Cybersecurity,61,57,53,78,85,13,Security,Intermediate
S034,Python,70,69,42,98,45,29,Programming,Intermediate
S034,SQL,47,83,84,37,56,16,Programming,Beginner
S034,Excel,50,52,89,15,70,28,Analytics,Beginner
